ArrayExpress_Species	ArrayExpress_StrainOrLine	Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	anonymized_name	collection_date	geographic_location_country_and_or_sea	host_health_state	isolation_source	serovar	specific_host	strain	supplier_name	Consent	LibrarySource
		WGS	BioProject40625	200	PRJEB3215	SAMEA2055649	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292595	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314396	2013-08-10	310	166	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319455	ERS223186	ERP001718	SBVW54-sc-2013-03-15T12:57:23Z-1584054	1584054	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	2009-000374	SBVW54	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2058426	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292596	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314408	2013-08-10	325	174	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319456	ERS223187	ERP001718	SBVW55-sc-2013-03-15T12:57:24Z-1584055	1584055	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	01-2011-001522	SBVW55	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2056656	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292597	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314420	2013-08-10	296	158	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319457	ERS223188	ERP001718	SBVW56-sc-2013-03-15T12:57:25Z-1584056	1584056	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	2011-007660	SBVW56	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2055650	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292598	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314337	2013-08-10	324	171	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319458	ERS223189	ERP001718	SBVW57-sc-2013-03-15T12:57:27Z-1584057	1584057	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	2011-007792	SBVW57	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2058427	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292599	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314349	2013-08-10	327	167	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319459	ERS223190	ERP001718	SBVW58-sc-2013-03-15T12:57:28Z-1584058	1584058	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	2011-007930	SBVW58	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2056657	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292600	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314361	2013-08-10	294	158	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319460	ERS223191	ERP001718	SBVW59-sc-2013-03-15T12:57:30Z-1584059	1584059	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	2006-008616	SBVW59	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2055771	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292601	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314373	2013-08-10	310	160	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319461	ERS223192	ERP001718	SBVW60-sc-2013-03-15T12:57:31Z-1584060	1584060	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	2007-015726	SBVW60	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2058428	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292602	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314385	2013-08-10	320	166	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319462	ERS223193	ERP001718	SBVW61-sc-2013-03-15T12:57:32Z-1584061	1584061	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	BC2011-1325	SBVW61	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2056658	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292603	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314397	2013-08-10	384	202	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319463	ERS223194	ERP001718	SBVW62-sc-2013-03-15T12:57:33Z-1584062	1584062	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	BC2011-1311	SBVW62	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2055772	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292604	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314409	2013-08-10	359	189	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319464	ERS223195	ERP001718	SBVW63-sc-2013-03-15T12:57:35Z-1584063	1584063	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	BC2011-1307	SBVW63	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2058429	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292605	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314421	2013-08-10	307	159	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319465	ERS223196	ERP001718	SBVW64-sc-2013-03-15T12:57:36Z-1584064	1584064	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	BC2011-1305	SBVW64	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA1966660	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292606	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314338	2013-08-10	301	156	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319466	ERS223197	ERP001718	SBVW65-sc-2013-03-15T12:57:38Z-1584065	1584065	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	BC20111457	SBVW65	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2055773	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292607	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314350	2013-08-10	272	144	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319467	ERS223198	ERP001718	SBVW66-sc-2013-03-15T12:57:39Z-1584066	1584066	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	BC2011-1461	SBVW66	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2058430	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292608	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314362	2013-08-10	325	168	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319468	ERS223199	ERP001718	SBVW67-sc-2013-03-15T12:57:40Z-1584067	1584067	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	BC2011-1534	SBVW67	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2056659	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292609	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314374	2013-08-10	333	177	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319469	ERS223200	ERP001718	SBVW68-sc-2013-03-15T12:57:41Z-1584068	1584068	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	BC2011-1612	SBVW68	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2055774	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292610	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314386	2013-08-10	350	184	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319470	ERS223201	ERP001718	SBVW69-sc-2013-03-15T12:57:43Z-1584069	1584069	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	BC2011-1683	SBVW69	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2058431	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292611	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314398	2013-08-10	343	181	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319471	ERS223202	ERP001718	SBVW70-sc-2013-03-15T12:57:44Z-1584070	1584070	2011	Cambodia	Not known	blood	Typhi	Homo sapiens	BC2011-1739	SBVW70	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2056660	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292612	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314410	2013-08-10	298	153	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319472	ERS223203	ERP001718	SBVW71-sc-2013-03-15T12:57:45Z-1584071	1584071	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2011-018938	SBVW71	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2055775	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292613	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314422	2013-08-10	305	158	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319473	ERS223204	ERP001718	SBVW72-sc-2013-03-15T12:57:47Z-1584072	1584072	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-002759	SBVW72	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2058432	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292614	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314339	2013-08-10	282	150	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319474	ERS223205	ERP001718	SBVW73-sc-2013-03-15T12:57:48Z-1584073	1584073	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	01-2010-002043	SBVW73	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2056661	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292615	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314351	2013-08-10	313	165	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319475	ERS223206	ERP001718	SBVW74-sc-2013-03-15T12:57:49Z-1584074	1584074	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	01-2012-001846	SBVW74	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2055776	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292616	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314363	2013-08-10	315	165	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319476	ERS223207	ERP001718	SBVW75-sc-2013-03-15T12:57:50Z-1584075	1584075	2012	Cambodia	Not known	not known	Typhi	Homo sapiens	2012-007197	SBVW75	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2058433	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292617	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314375	2013-08-10	308	162	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319477	ERS223208	ERP001718	SBVW76-sc-2013-03-15T12:57:51Z-1584076	1584076	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	01-2012-002175	SBVW76	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2056662	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292618	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314387	2013-08-10	287	150	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319478	ERS223209	ERP001718	SBVW77-sc-2013-03-15T12:57:52Z-1584077	1584077	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-008606	SBVW77	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2055777	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292619	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314399	2013-08-10	290	153	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319479	ERS223210	ERP001718	SBVW78-sc-2013-03-15T12:57:54Z-1584078	1584078	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-009077	SBVW78	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2058434	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292620	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314411	2013-08-10	313	161	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319480	ERS223211	ERP001718	SBVW79-sc-2013-03-15T12:57:55Z-1584079	1584079	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	01-2012-002473	SBVW79	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2056663	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292621	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314423	2013-08-10	345	179	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319481	ERS223212	ERP001718	SBVW80-sc-2013-03-15T12:57:56Z-1584080	1584080	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	01-2010-005183	SBVW80	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2055778	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292622	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314340	2013-08-10	318	165	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319482	ERS223213	ERP001718	SBVW81-sc-2013-03-15T12:57:58Z-1584081	1584081	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	01-2012-002529	SBVW81	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2058435	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292623	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314352	2013-08-10	300	156	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319483	ERS223214	ERP001718	SBVW82-sc-2013-03-15T12:57:59Z-1584082	1584082	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2006-014301	SBVW82	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2056664	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292624	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314364	2013-08-10	333	173	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319484	ERS223215	ERP001718	SBVW83-sc-2013-03-15T12:58:00Z-1584083	1584083	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-009618	SBVW83	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2055779	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292625	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314376	2013-08-10	303	165	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319485	ERS223216	ERP001718	SBVW84-sc-2013-03-15T12:58:01Z-1584084	1584084	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2008-017452	SBVW84	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA1963918	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292626	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314388	2013-08-10	295	158	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319486	ERS223217	ERP001718	SBVW85-sc-2013-03-15T12:58:02Z-1584085	1584085	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-010059	SBVW85	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2056665	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292627	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314400	2013-08-10	309	168	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319487	ERS223218	ERP001718	SBVW86-sc-2013-03-15T12:58:03Z-1584086	1584086	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-010060	SBVW86	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2055780	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292628	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314412	2013-08-10	304	157	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319488	ERS223219	ERP001718	SBVW87-sc-2013-03-15T12:58:05Z-1584087	1584087	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	01-2012-002669	SBVW87	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2058615	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292629	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314424	2013-08-10	309	160	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319489	ERS223220	ERP001718	SBVW88-sc-2013-03-15T12:58:06Z-1584088	1584088	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2010-006045	SBVW88	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2056666	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292630	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314341	2013-08-10	238	123	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319490	ERS223221	ERP001718	SBVW89-sc-2013-03-15T12:58:07Z-1584089	1584089	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	01-2012-002666	SBVW89	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2058616	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292632	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314365	2013-08-10	244	131	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319492	ERS223223	ERP001718	SBVW91-sc-2013-03-15T12:58:09Z-1584091	1584091	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-009913	SBVW91	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2055782	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292634	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314389	2013-08-10	264	136	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319494	ERS223225	ERP001718	SBVW93-sc-2013-03-15T12:58:12Z-1584093	1584093	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2005-010317	SBVW93	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2058617	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-07-31	2018-03-09	ERX292635	206	Illumina HiSeq 2000	PAIRED	RANDOM	7314401	2013-08-10	275	141	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-08-16	ERR319495	ERS223226	ERP001718	SBVW94-sc-2013-03-15T12:58:14Z-1584094	1584094	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-010406	SBVW94	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2055783	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-08-27	2018-03-09	ERX304134	218	Illumina HiSeq 2000	PAIRED	RANDOM	7341275	2013-08-29	423	229	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-09-04	ERR331205	ERS223228	ERP001718	SBVW96-sc-2013-03-15T12:58:16Z-1584097	1584097	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2008-003680	SBVW96	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2058618	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-08-27	2018-03-09	ERX304135	218	Illumina HiSeq 2000	PAIRED	RANDOM	7341287	2013-08-29	449	243	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-09-04	ERR331206	ERS223229	ERP001718	SBVW97-sc-2013-03-15T12:58:17Z-1584098	1584098	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	01-2011-002432	SBVW97	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2056669	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-08-27	2018-03-09	ERX304136	218	Illumina HiSeq 2000	PAIRED	RANDOM	7341299	2013-08-29	473	256	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-09-04	ERR331207	ERS223230	ERP001718	SBVW98-sc-2013-03-15T12:58:18Z-1584099	1584099	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2007-019648	SBVW98	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2055784	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-08-27	2018-03-09	ERX304137	218	Illumina HiSeq 2000	PAIRED	RANDOM	7341311	2013-08-29	389	210	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-09-04	ERR331208	ERS223231	ERP001718	SBVW99-sc-2013-03-15T12:58:20Z-1584100	1584100	2012	Cambodia	Not known	blood	Typhi	Homo sapiens	2012-010389	SBVW99	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2064354	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-09-16	2018-03-09	ERX313606	210	Illumina HiSeq 2000	PAIRED	RANDOM	7472977	2013-09-18	536	306	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-09-24	ERR340757	ERS239622	ERP001718	SBVW468-sc-2013-04-23T13:54:43Z-1616469	1616469	2007	Cambodia	Not known	blood	Typhi	Homo sapiens	2007-001525	SBVW468	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2066351	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-09-16	2018-03-09	ERX313607	210	Illumina HiSeq 2000	PAIRED	RANDOM	7472989	2013-09-18	619	352	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-09-24	ERR340758	ERS239623	ERP001718	SBVW469-sc-2013-04-23T13:54:44Z-1616470	1616470	2007	Cambodia	Not known	blood	Typhi	Homo sapiens	2007-001619	SBVW469	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2067733	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-09-16	2018-03-09	ERX313608	210	Illumina HiSeq 2000	PAIRED	RANDOM	7473001	2013-09-18	715	422	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-09-24	ERR340759	ERS239624	ERP001718	SBVW470-sc-2013-04-23T13:54:45Z-1616471	1616471	2007	Cambodia	Not known	blood	Typhi	Homo sapiens	2001-102645	SBVW470	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2064355	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-09-16	2018-03-09	ERX313609	210	Illumina HiSeq 2000	PAIRED	RANDOM	7473013	2013-09-18	642	370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-09-24	ERR340760	ERS239625	ERP001718	SBVW471-sc-2013-04-23T13:54:46Z-1616472	1616472	2007	Cambodia	Not known	blood	Typhi	Homo sapiens	2007-003270	SBVW471	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2066517	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-09-16	2018-03-09	ERX313610	210	Illumina HiSeq 2000	PAIRED	RANDOM	7473025	2013-09-18	723	412	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-09-24	ERR340761	ERS239626	ERP001718	SBVW472-sc-2013-04-23T13:54:47Z-1616473	1616473	2007	Cambodia	Not known	blood	Typhi	Homo sapiens	2007-006110	SBVW472	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2064356	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-09-16	2018-03-09	ERX313612	210	Illumina HiSeq 2000	PAIRED	RANDOM	7473049	2013-09-18	918	537	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-09-24	ERR340763	ERS239628	ERP001718	SBVW474-sc-2013-04-23T13:54:49Z-1616475	1616475	2007	Cambodia	Not known	blood	Typhi	Homo sapiens	2007-005516	SBVW474	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2067735	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-09-16	2018-03-09	ERX313614	210	Illumina HiSeq 2000	PAIRED	RANDOM	7472978	2013-09-18	720	411	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-09-24	ERR340765	ERS239630	ERP001718	SBVW476-sc-2013-04-23T13:54:51Z-1616477	1616477	2007	Cambodia	Not known	blood	Typhi	Homo sapiens	2007-007073	SBVW476	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA1969385	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-09-16	2018-03-09	ERX313615	210	Illumina HiSeq 2000	PAIRED	RANDOM	7472990	2013-09-18	665	382	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-09-24	ERR340766	ERS239631	ERP001718	SBVW477-sc-2013-04-23T13:54:52Z-1616478	1616478	2007	Cambodia	Not known	blood	Typhi	Homo sapiens	2007-007506	SBVW477	public	GENOMIC
		WGS	BioProject40625	200	PRJEB3215	SAMEA2066519	SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2013-09-16	2018-03-09	ERX313616	210	Illumina HiSeq 2000	PAIRED	RANDOM	7473002	2013-09-18	702	403	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	2013-09-24	ERR340767	ERS239632	ERP001718	SBVW478-sc-2013-04-23T13:54:53Z-1616479	1616479	2008	Cambodia	Not known	blood	Typhi	Homo sapiens	2008-006685	SBVW478	public	GENOMIC
