Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	collected_by	collection_date	geo_loc_name	host	host_disease	isolate_name_alias	isolation_source	lat_lon	potential_contaminant	sequence_type	serovar	strain	sub_species	Consent	LibrarySource
WGS		198	PRJNA248792	SAMN06285806	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530387	0	Illumina HiSeq 2500	PAIRED	RANDOM	292980	2017-01-31	508	244	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220522	SRS1951281	SRP042645	292980.biosample	PHE	Aug-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	292980	Human	Missing	None detected	11	Salmonella Enteritidis	292980	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285798	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530388	0	Illumina HiSeq 2500	PAIRED	RANDOM	107211	2017-01-31	308	145	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220523	SRS1951282	SRP042645	107211.biosample	PHE	Apr-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	107211	Human	Missing	None detected	11	Salmonella Enteritidis	107211	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285802	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530389	0	Illumina HiSeq 2500	PAIRED	RANDOM	146112	2017-01-31	337	157	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220524	SRS1951283	SRP042645	146112.biosample	PHE	Aug-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	146112	Human	Missing	None detected	11	Salmonella Enteritidis	146112	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285804	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530390	0	Illumina HiSeq 2500	PAIRED	RANDOM	168521	2017-01-31	422	189	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220525	SRS1951284	SRP042645	168521.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	168521	Human	Missing	None detected	11	Salmonella Enteritidis	168521	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285803	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530391	0	Illumina HiSeq 2500	PAIRED	RANDOM	157223	2017-01-31	378	178	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220526	SRS1951285	SRP042645	157223.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	157223	Human	Missing	None detected	11	Salmonella Enteritidis	157223	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285811	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530395	0	Illumina HiSeq 2500	PAIRED	RANDOM	187496	2017-01-31	341	152	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220530	SRS1951286	SRP042645	187496.biosample	PHE	2015-11	United Kingdom: United Kingdom	Homo sapiens	Not available	187496	Human	Missing	None detected	11	Salmonella Enteritidis	187496	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285814	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530396	0	Illumina HiSeq 2500	PAIRED	RANDOM	109928	2017-01-31	314	150	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220531	SRS1951287	SRP042645	109928.biosample	PHE	May-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	109928	Human	Missing	None detected	11	Salmonella Enteritidis	109928	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285817	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530397	0	Illumina HiSeq 2500	PAIRED	RANDOM	250710	2017-01-31	354	155	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220532	SRS1951288	SRP042645	250710.biosample	PHE	May-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	250710	Human	Missing	None detected	11	Salmonella Enteritidis	250710	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285816	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530398	0	Illumina HiSeq 2500	PAIRED	RANDOM	170323	2017-01-31	325	145	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220533	SRS1951289	SRP042645	170323.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	170323	Human	Missing	None detected	11	Salmonella Enteritidis	170323	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285813	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530399	0	Illumina HiSeq 2500	PAIRED	RANDOM	166242	2017-01-31	341	151	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220534	SRS1951290	SRP042645	166242.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	166242	Human	Missing	None detected	11	Salmonella Enteritidis	166242	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285829	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530400	0	Illumina HiSeq 2500	PAIRED	RANDOM	106558	2017-01-31	326	156	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220535	SRS1951291	SRP042645	106558.biosample	PHE	Apr-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	106558	Human	Missing	None detected	11	Salmonella Enteritidis	106558	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN06285815	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530401	0	Illumina HiSeq 2500	PAIRED	RANDOM	289009	2017-01-31	363	176	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220536	SRS1951292	SRP042645	289009.biosample	PHE	Aug-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	289009	Human	Missing	None detected	11	Salmonella Enteritidis	289009	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285818	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530402	0	Illumina HiSeq 2500	PAIRED	RANDOM	288962	2017-01-31	461	222	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220537	SRS1951293	SRP042645	288962.biosample	PHE	Aug-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	288962	Human	Missing	None detected	11	Salmonella Enteritidis	288962	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285812	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530403	0	Illumina HiSeq 2500	PAIRED	RANDOM	174786	2017-01-31	338	154	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220538	SRS1951294	SRP042645	174786.biosample	PHE	2015-10	United Kingdom: United Kingdom	Homo sapiens	Not available	174786	Human	Missing	None detected	11	Salmonella Enteritidis	174786	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN06285828	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530404	0	Illumina HiSeq 2500	PAIRED	RANDOM	298805	2017-01-31	445	214	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220539	SRS1951295	SRP042645	298805.biosample	PHE	Sep-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	298805	Human	Missing	None detected	11	Salmonella Enteritidis	298805	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285825	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530405	0	Illumina HiSeq 2500	PAIRED	RANDOM	122199	2017-01-31	396	190	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220540	SRS1951296	SRP042645	122199.biosample	PHE	Jun-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	122199	Human	Missing	None detected	11	Salmonella Enteritidis	122199	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285824	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530407	0	Illumina HiSeq 2500	PAIRED	RANDOM	130337	2017-01-31	375	188	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220542	SRS1951298	SRP042645	130337.biosample	PHE	Jul-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	130337	Human	Missing	None detected	11	Salmonella Enteritidis	130337	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285822	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530408	0	Illumina HiSeq 2500	PAIRED	RANDOM	113502	2017-01-31	399	184	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220543	SRS1951299	SRP042645	113502.biosample	PHE	May-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	113502	Human	Missing	None detected	11	Salmonella Enteritidis	113502	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285826	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530409	0	Illumina HiSeq 2500	PAIRED	RANDOM	193352	2017-01-31	497	232	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220544	SRS1951300	SRP042645	193352.biosample	PHE	2015-12	United Kingdom: United Kingdom	Homo sapiens	Not available	193352	Human	Missing	None detected	11	Salmonella Enteritidis	193352	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285823	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530410	0	Illumina HiSeq 2500	PAIRED	RANDOM	154864	2017-01-31	394	190	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220545	SRS1951301	SRP042645	154864.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	154864	Human	Missing	None detected	11	Salmonella Enteritidis	154864	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN06285847	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530414	0	Illumina HiSeq 2500	PAIRED	RANDOM	310000	2017-01-31	537	237	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220549	SRS1951302	SRP042645	310000.biosample	PHE	2016-10	United Kingdom: United Kingdom	Homo sapiens	Not available	310000	Human	Missing	None detected	11	Salmonella Enteritidis	310000	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN06285835	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530415	0	Illumina HiSeq 2500	PAIRED	RANDOM	293133	2017-01-31	549	280	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220550	SRS1951303	SRP042645	293133.biosample	PHE	Aug-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	293133	Human	Missing	None detected	11	Salmonella Enteritidis	293133	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285838	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530416	0	Illumina HiSeq 2500	PAIRED	RANDOM	245543	2017-01-31	338	149	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220551	SRS1951304	SRP042645	245543.biosample	PHE	Apr-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	245543	Human	Missing	None detected	11	Salmonella Enteritidis	245543	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN06285834	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530417	0	Illumina HiSeq 2500	PAIRED	RANDOM	308734	2017-01-31	575	271	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220552	SRS1951305	SRP042645	308734.biosample	PHE	2016-10	United Kingdom: United Kingdom	Homo sapiens	Not available	308734	Human	Missing	None detected	1925	Salmonella Enteritidis	308734	enterica	public	GENOMIC
WGS		187	PRJNA248792	SAMN06285846	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530418	0	Illumina HiSeq 2500	PAIRED	RANDOM	313207	2017-01-31	470	233	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220553	SRS1951306	SRP042645	313207.biosample	PHE	2016-10	United Kingdom: United Kingdom	Homo sapiens	Not available	313207	Human	Missing	None detected	11	Salmonella Enteritidis	313207	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285836	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530419	0	Illumina HiSeq 2500	PAIRED	RANDOM	170399	2017-01-31	369	154	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220554	SRS1951307	SRP042645	170399.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	170399	Human	Missing	None detected	11	Salmonella Enteritidis	170399	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285840	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530420	0	Illumina HiSeq 2500	PAIRED	RANDOM	122269	2017-01-31	351	162	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220555	SRS1951308	SRP042645	122269.biosample	PHE	Jun-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	122269	Human	Missing	None detected	11	Salmonella Enteritidis	122269	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285837	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530421	0	Illumina HiSeq 2500	PAIRED	RANDOM	107173	2017-01-31	336	157	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220556	SRS1951309	SRP042645	107173.biosample	PHE	Apr-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	107173	Human	Missing	None detected	11	Salmonella Enteritidis	107173	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN06285839	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530422	0	Illumina HiSeq 2500	PAIRED	RANDOM	287570	2017-01-31	475	226	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220557	SRS1951310	SRP042645	287570.biosample	PHE	Aug-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	287570	Human	Missing	None detected	11	Salmonella Enteritidis	287570	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285659	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530308	0	Illumina HiSeq 2500	PAIRED	RANDOM	182000	2017-01-31	228	110	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220441	SRS1951311	SRP042645	182000.biosample	PHE	2015-10	United Kingdom: United Kingdom	Homo sapiens	Not available	182000	Human	Missing	None detected	11	Salmonella Enteritidis	182000	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285845	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530423	0	Illumina HiSeq 2500	PAIRED	RANDOM	180564	2017-01-31	408	185	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220558	SRS1951312	SRP042645	180564.biosample	PHE	2015-10	United Kingdom: United Kingdom	Homo sapiens	Not available	180564	Human	Missing	None detected	11	Salmonella Enteritidis	180564	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN06285865	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530424	0	Illumina HiSeq 2500	PAIRED	RANDOM	304560	2017-01-31	499	225	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220559	SRS1951313	SRP042645	304560.biosample	PHE	Sep-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	304560	Human	Missing	None detected	11	Salmonella Enteritidis	304560	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN06285866	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530425	0	Illumina HiSeq 2500	PAIRED	RANDOM	305191	2017-01-31	492	227	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220560	SRS1951314	SRP042645	305191.biosample	PHE	2016-10	United Kingdom: United Kingdom	Homo sapiens	Not available	305191	Human	Missing	None detected	11	Salmonella Enteritidis	305191	enterica	public	GENOMIC
WGS		191	PRJNA248792	SAMN06285862	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530426	0	Illumina HiSeq 2500	PAIRED	RANDOM	323854	2017-01-31	459	227	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220561	SRS1951315	SRP042645	323854.biosample	PHE	2016-12	United Kingdom: United Kingdom	Homo sapiens	Not available	323854	Human	Missing	None detected	11	Salmonella Enteritidis	323854	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN06285863	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530429	0	Illumina HiSeq 2500	PAIRED	RANDOM	290803	2017-01-31	473	229	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220564	SRS1951318	SRP042645	290803.biosample	PHE	Aug-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	290803	Human	Missing	None detected	11	Salmonella Enteritidis	290803	enterica	public	GENOMIC
WGS		199	PRJNA248792	SAMN06285864	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530430	0	Illumina HiSeq 2500	PAIRED	RANDOM	291828	2017-01-31	484	237	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220565	SRS1951319	SRP042645	291828.biosample	PHE	Aug-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	291828	Human	Missing	None detected	11	Salmonella Enteritidis	291828	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285874	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530431	0	Illumina HiSeq 2500	PAIRED	RANDOM	146117	2017-01-31	380	177	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220566	SRS1951320	SRP042645	146117.biosample	PHE	Aug-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	146117	Human	Missing	None detected	11	Salmonella Enteritidis	146117	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285873	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530432	0	Illumina HiSeq 2500	PAIRED	RANDOM	178953	2017-01-31	277	123	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220567	SRS1951321	SRP042645	178953.biosample	PHE	2015-10	United Kingdom: United Kingdom	Homo sapiens	Not available	178953	Human	Missing	None detected	11	Salmonella Enteritidis	178953	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285877	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530446	0	Illumina HiSeq 2500	PAIRED	RANDOM	163153	2017-01-31	375	169	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220581	SRS1951335	SRP042645	163153.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	163153	Human	Missing	None detected	11	Salmonella Enteritidis	163153	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285876	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530447	0	Illumina HiSeq 2500	PAIRED	RANDOM	192874	2017-01-31	255	106	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220582	SRS1951336	SRP042645	192874.biosample	PHE	2015-11	United Kingdom: United Kingdom	Homo sapiens	Not available	192874	Human	Missing	None detected	11	Salmonella Enteritidis	192874	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285786	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530366	0	Illumina HiSeq 2500	PAIRED	RANDOM	174703	2017-01-31	305	136	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220501	SRS1951338	SRP042645	174703.biosample	PHE	2015-10	United Kingdom: United Kingdom	Homo sapiens	Not available	174703	Human	Missing	None detected	11	Salmonella Enteritidis	174703	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285800	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530378	0	Illumina HiSeq 2500	PAIRED	RANDOM	171180	2017-01-31	332	145	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220513	SRS1951339	SRP042645	171180.biosample	PHE	2015-10	United Kingdom: United Kingdom	Homo sapiens	Not available	171180	Human	Missing	None detected	11	Salmonella Enteritidis	171180	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285799	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530379	0	Illumina HiSeq 2500	PAIRED	RANDOM	164955	2017-01-31	335	152	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220514	SRS1951340	SRP042645	164955.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	164955	Human	Missing	None detected	11	Salmonella Enteritidis	164955	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285887	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530466	0	Illumina HiSeq 2500	PAIRED	RANDOM	166978	2017-01-31	279	121	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220601	SRS1951348	SRP042645	166978.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	166978	Human	Missing	None detected	Novel	Salmonella Enteritidis	166978	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285888	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530465	0	Illumina HiSeq 2500	PAIRED	RANDOM	113004	2017-01-31	475	223	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220600	SRS1951349	SRP042645	113004.biosample	PHE	May-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	113004	Human	Missing	None detected	183	Salmonella Enteritidis	113004	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN06285886	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530467	0	Illumina HiSeq 2500	PAIRED	RANDOM	266926	2017-01-31	311	141	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220602	SRS1951350	SRP042645	266926.biosample	PHE	Jun-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	266926	Human	Missing	None detected	11	Salmonella Enteritidis	266926	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285821	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530392	0	Illumina HiSeq 2500	PAIRED	RANDOM	232771	2017-01-31	330	154	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220527	SRS1951352	SRP042645	232771.biosample	PHE	Mar-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	232771	Human	Missing	None detected	11	Salmonella Enteritidis	232771	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285820	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530393	0	Illumina HiSeq 2500	PAIRED	RANDOM	257403	2017-01-31	330	149	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220528	SRS1951353	SRP042645	257403.biosample	PHE	May-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	257403	Human	Missing	None detected	11	Salmonella Enteritidis	257403	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285819	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530394	0	Illumina HiSeq 2500	PAIRED	RANDOM	130343	2017-01-31	308	154	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220529	SRS1951354	SRP042645	130343.biosample	PHE	Jul-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	130343	Human	Missing	None detected	11	Salmonella Enteritidis	130343	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285890	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530468	0	Illumina HiSeq 2500	PAIRED	RANDOM	169654	2017-01-31	297	140	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220603	SRS1951355	SRP042645	169654.biosample	PHE	Sep-2015	United Kingdom: United Kingdom	Homo sapiens	Not available	169654	Human	Missing	None detected	11	Salmonella Enteritidis	169654	enterica	public	GENOMIC
WGS		198	PRJNA248792	SAMN06285894	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530469	0	Illumina HiSeq 2500	PAIRED	RANDOM	283161	2017-01-31	290	135	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220604	SRS1951356	SRP042645	283161.biosample	PHE	Aug-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	283161	Human	Missing	None detected	11	Salmonella Enteritidis	283161	enterica	public	GENOMIC
WGS		194	PRJNA248792	SAMN06285892	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530470	0	Illumina HiSeq 2500	PAIRED	RANDOM	337025	2017-01-31	375	173	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220605	SRS1951357	SRP042645	337025.biosample	PHE	Jan-2017	United Kingdom: United Kingdom	Homo sapiens	Not available	337025	Human	Missing	None detected	11	Salmonella Enteritidis	337025	enterica	public	GENOMIC
WGS		200	PRJNA248792	SAMN06285893	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssraunknown_contigswgmlst_sig	ncbi			SRX2530471	0	Illumina HiSeq 2500	PAIRED	RANDOM	261359	2017-01-31	368	176	Salmonella enterica subsp. enterica	ILLUMINA	2017-02-01	SRR5220606	SRS1951358	SRP042645	261359.biosample	PHE	Jun-2016	United Kingdom: United Kingdom	Homo sapiens	Not available	261359	Human	Missing	None detected	11	Salmonella Enteritidis	261359	enterica	public	GENOMIC
