ArrayExpress_Species	Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	collected_by	collection_date	geo_loc_name	isolate_name_alias	isolation_source	lat_lon	serovar	strain	sub_species	Consent	LibrarySource
	WGS		372	PRJEB19916	SAMEA104127686		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069358	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	260	165	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009679	ERS1791579	ERP021993	59_5		1959			Blood		Paratyphi C			public	GENOMIC
	WGS		323	PRJEB19916	SAMEA104127687		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069359	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	211	139	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009680	ERS1791580	ERP021993	59_6		1959			Blood		Paratyphi C			public	GENOMIC
	WGS		405	PRJEB19916	SAMEA104127688		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069360	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	225	151	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009681	ERS1791581	ERP021993	59_4		1959			Blood		Paratyphi C			public	GENOMIC
	WGS		370	PRJEB19916	SAMEA104127689		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069361	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	260	172	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009682	ERS1791582	ERP021993	60_1		1960			Uknown		Paratyphi C			public	GENOMIC
	WGS		407	PRJEB19916	SAMEA104127690		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069362	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	112	72	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009683	ERS1791583	ERP021993	61_4		1961			Pus		Paratyphi C			public	GENOMIC
	WGS		431	PRJEB19916	SAMEA104127691		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069363	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	212	140	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009684	ERS1791584	ERP021993	65_10bis		1965			Blood		Paratyphi C			public	GENOMIC
	WGS		455	PRJEB19916	SAMEA104127692		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069364	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	149	99	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009685	ERS1791585	ERP021993	69_10		1969			Blood		Paratyphi C			public	GENOMIC
	WGS		402	PRJEB19916	SAMEA104127693		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069365	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	207	136	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009686	ERS1791586	ERP021993	87_1		1987			Pus		Paratyphi C			public	GENOMIC
	WGS		409	PRJEB19916	SAMEA104127694		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069366	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	133	92	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009687	ERS1791587	ERP021993	89_10		1989			Uknown		Paratyphi C			public	GENOMIC
	WGS		189	PRJEB18998	SAMEA103956264		UNIVERSITY HOSPITAL GALWAY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-04-03	2017-04-03	ERX1971194	500	Illumina HiSeq 2500	PAIRED	RANDOM	356644	2017-04-16	352	155	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2017-04-04	ERR1910714	ERS1645432	ERP020979	MS170026		2017			Human		Paratyphi A		Subsp. I	public	GENOMIC
	WGS		196	PRJEB18998	SAMEA104084170		UNIVERSITY HOSPITAL GALWAY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-05-18	2017-05-20	ERX2048646	500	Illumina HiSeq 2500	PAIRED	RANDOM	369107	2017-05-23	390	179	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2017-05-23	ERR1988381	ERS1748063	ERP020979	MS170078		2017			Human		Paratyphi A		Subsp. I	public	GENOMIC
	WGS		197	PRJEB18998	SAMEA104114066		UNIVERSITY HOSPITAL GALWAY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-06	2017-06-06	ERX2061619	500	Illumina HiSeq 2500	PAIRED	RANDOM	374234	2017-06-13	343	161	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2017-06-13	ERR2001750	ERS1777959	ERP020979	MS170113		2017			Human		Paratyphi A		Subsp. I	public	GENOMIC
	WGS		463	PRJEB19916	SAMEA104127695		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069367	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	106	71	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009688	ERS1791588	ERP021993	95_1073		1995			Uknown		Paratyphi C			public	GENOMIC
	WGS		474	PRJEB19916	SAMEA104127696		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069368	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	100	67	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009689	ERS1791589	ERP021993	96_1087		1996			Uknown		Paratyphi C			public	GENOMIC
	WGS		383	PRJEB19916	SAMEA104127697		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069369	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	183	121	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009690	ERS1791590	ERP021993	88_18		1988			Uknown		Paratyphi C			public	GENOMIC
	WGS		418	PRJEB19916	SAMEA104127698		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069370	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	108	71	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009691	ERS1791591	ERP021993	96_2734		1996			Uknown		Paratyphi C			public	GENOMIC
	WGS		402	PRJEB19916	SAMEA104127699		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069371	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	180	119	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009692	ERS1791592	ERP021993	94_2162		1994			Uknown		Paratyphi C			public	GENOMIC
	WGS		366	PRJEB19916	SAMEA104127700		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069372	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	142	92	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009693	ERS1791593	ERP021993	97_13124		1997			Uknown		Paratyphi C			public	GENOMIC
	WGS		372	PRJEB19916	SAMEA104127701		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069373	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	143	94	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009694	ERS1791594	ERP021993	99_07269		1999			Uknown		Paratyphi C			public	GENOMIC
	WGS		385	PRJEB19916	SAMEA104127702		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069374	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	272	174	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009695	ERS1791595	ERP021993	98_1896		1998			Uknown		Paratyphi C			public	GENOMIC
	WGS		442	PRJEB19916	SAMEA104127703		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069375	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	234	151	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009696	ERS1791596	ERP021993	201000563		2010			Blood		Paratyphi C			public	GENOMIC
	WGS		456	PRJEB19916	SAMEA104127704		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069376	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	198	132	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009697	ERS1791597	ERP021993	02_4889		2002			Urine		Paratyphi C			public	GENOMIC
	WGS		464	PRJEB19916	SAMEA104127705		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069377	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	162	115	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009698	ERS1791598	ERP021993	71_12		1971			Urine		Paratyphi C			public	GENOMIC
	WGS		468	PRJEB19916	SAMEA104127706		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069378	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	184	124	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009699	ERS1791599	ERP021993	03_2639		2003			pus		Paratyphi C			public	GENOMIC
	WGS		445	PRJEB19916	SAMEA104127707		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069379	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	192	129	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009700	ERS1791600	ERP021993	20157827		2015			Urine		Paratyphi C			public	GENOMIC
	WGS		365	PRJEB19916	SAMEA104128162		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-19	2017-06-20	ERX2070470	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	145	75	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-21	ERR2010791	ERS1792055	ERP021993	FX_05_1894		2005			Human		Paratyphi C			public	GENOMIC
	WGS		445	PRJEB19916	SAMEA104128456		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-20	2017-06-20	ERX2070736	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	192	129	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-21	ERR2011064	ERS1792349	ERP021993	FX_20157827		2015			Urine		Paratyphi C			public	GENOMIC
	WGS		198	PRJEB18998	SAMEA104349022		UNIVERSITY HOSPITAL GALWAY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-10-13	2017-10-13	ERX2230123	500	Illumina HiSeq 2500	PAIRED	RANDOM	421123	2017-10-17	604	285	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2017-10-14	ERR2173680	ERS1974000	ERP020979	MS170302		2017			Human		Paratyphi A		Subsp. I	public	GENOMIC
	WGS		190	PRJEB18998	SAMEA104375957		UNIVERSITY HOSPITAL GALWAY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-11-09	2017-11-09	ERX2249162	500	Illumina HiSeq 2500	PAIRED	RANDOM	422420	2017-11-14	139	70	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2017-11-14	ERR2193139	ERS2000935	ERP020979	SAMEA104375957					human		Paratyphi A		Subsp. I	public	GENOMIC
	WGS		378	PRJNA277984	SAMN08102587	Pathogen.cl	CFSAN	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX3425207	500	Illumina MiSeq	PAIRED	RANDOM	Nextera XT library SEQ000065668	2017-11-27	355	224	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2017-11-27	SRR6325466	SRS2716834	SRP071258	CFSAN072031	Malbran	2017	Argentina	CFSAN072031	blood	missing	Paratyphi A	ARIMSPTA280-17	enterica	public	GENOMIC
	WGS		160	PRJEB2288	SAMEA693064		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2011-02-01
2011-02-14	2017-04-13
2018-03-09	ERX1997235	310	Illumina Genome Analyzer II	PAIRED	RANDOM	NT219205H	2012-07-28	76	42	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2011-03-18	ERR028947	ERS015925	ERP000347	A62_5-sc-2010-09-29-985761		1962			Not Known		Paratyphi A	A62-5		public	GENOMIC
	WGS		160	PRJEB2288	SAMEA693064		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2011-02-14
2011-03-03	2017-04-13
2018-03-09	ERX1998004	306	Illumina Genome Analyzer II	PAIRED	RANDOM	NT222448B	2012-07-30	982	622	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2011-03-18	ERR030105	ERS015925	ERP000347	A62_5-sc-2010-09-29-985761		1962			Not Known		Paratyphi A	A62-5		public	GENOMIC
	WGS		160	PRJEB2288	SAMEA693048		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2011-02-01
2011-02-14	2017-04-13
2018-03-09	ERX1997219	295	Illumina Genome Analyzer II	PAIRED	RANDOM	NT219226M	2012-07-30	88	48	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2011-03-18	ERR028956	ERS015933	ERP000347	A73_2-sc-2010-09-29-985769		1973			Not Known		Paratyphi A	A73-2		public	GENOMIC
	WGS		160	PRJEB2288	SAMEA693048		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2011-02-14
2011-03-03	2017-04-13
2018-03-09	ERX1998036	290	Illumina Genome Analyzer II	PAIRED	RANDOM	NT222498L	2012-07-29	442	282	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2011-03-18	ERR030114	ERS015933	ERP000347	A73_2-sc-2010-09-29-985769		1973			Not Known		Paratyphi A	A73-2		public	GENOMIC
	WGS		160	PRJEB2288	SAMEA693097		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2011-02-01
2011-02-14	2017-04-13
2018-03-09	ERX1997239	274	Illumina Genome Analyzer II	PAIRED	RANDOM	NT219237P	2012-07-30	67	38	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2011-03-18	ERR028962	ERS015941	ERP000347	A65_4-sc-2010-09-29-985777		1965			Not Known		Paratyphi A	A65-4		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820677		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614564	273	Illumina Genome Analyzer II	PAIRED	RANDOM	1574092	2014-10-22	485	205	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658243	ERS568031	ERP000347	JW_11-sc-1015570		2005			Not Known		Paratyphi A	11		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820681		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614567	273	Illumina Genome Analyzer II	PAIRED	RANDOM	1574095	2014-10-22	518	223	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658246	ERS568035	ERP000347	JW_181-sc-1015573		2005			Not Known		Paratyphi A	181		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820683		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614569	273	Illumina Genome Analyzer II	PAIRED	RANDOM	1574097	2014-10-22	468	203	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658248	ERS568037	ERP000347	JW_2129-sc-1015575		2006			Not Known		Paratyphi A	2129		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820690		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614605	269	Illumina Genome Analyzer II	PAIRED	RANDOM	1574142	2014-10-22	344	143	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658284	ERS568044	ERP000347	JW_56_52-sc-1015582		2005			Not Known		Paratyphi A	56-52		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820705		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614579	271	Illumina Genome Analyzer II	PAIRED	RANDOM	1574233	2014-10-22	335	127	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658258	ERS568059	ERP000347	JW_A5920-sc-1015595		2007			Not Known		Paratyphi A	A5920		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820722		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614601	276	Illumina Genome Analyzer II	PAIRED	RANDOM	1608691	2014-10-22	272	119	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658280	ERS568076	ERP000347	JW_BL1893-sc-1015608		2004			Not Known		Paratyphi A	BL1893		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820724		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614584	281	Illumina Genome Analyzer II	PAIRED	RANDOM	1574302	2014-10-22	520	224	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658263	ERS568078	ERP000347	JW_BL4579-sc-1015610		2002			Not Known		Paratyphi A	BL4579		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820727		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614586	281	Illumina Genome Analyzer II	PAIRED	RANDOM	1574304	2014-10-22	494	211	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658265	ERS568081	ERP000347	JW_C806-sc-1015612		2003			Not Known		Paratyphi A	C806		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820732		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614590	281	Illumina Genome Analyzer II	PAIRED	RANDOM	1574308	2014-10-22	749	321	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658269	ERS568086	ERP000347	JW_F846-sc-1015616		2005			Not Known		Paratyphi A	F846		public	GENOMIC
	WGS		1179	PRJNA177592	SAMN03487300	Pathogen.env	PUBLIC HEALTH AGENCY OF CANADA	sra	ncbi			SRX997264	0	454 GS FLX Titanium	SINGLE	RANDOM		2015-07-03	345	778	Salmonella enterica subsp. enterica serovar Paratyphi A str. SA19950809	LS454	2015-07-23	SRR1976295	SRS911485	SRP057242	SA19950809	National Microbiology Laboratory, Public Health Agency of Canada, Winnipeg, MB	1995-05-05	Canada: Ontario, Ottawa				Paratyphi A	SA19950809	enterica	public	GENOMIC
	WGS		160	PRJEB2288	SAMEA693097		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2011-02-14
2011-03-03	2017-04-13
2018-03-09	ERX1997948	270	Illumina Genome Analyzer II	PAIRED	RANDOM	NT222534V	2012-07-30	1419	847	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2011-03-18	ERR030042	ERS015941	ERP000347	A65_4-sc-2010-09-29-985777		1965			Not Known		Paratyphi A	A65-4		public	GENOMIC
	WGS		200	PRJNA203445	SAMN02367739	clinical/host-associated	UCD-100K	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX399299	250	Illumina HiSeq 2000	PAIRED	size fractionation		2015-12-15	371	225	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2015-07-22	SRR1060641	SRS519734	SRP022914	BCW_1868	FDA	Missing	Missing	CFSAN000523	Laboratory strain	Missing	Paratyphi A	ATCC 9150		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820676		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614563	273	Illumina Genome Analyzer II	PAIRED	RANDOM	1574091	2014-10-22	448	194	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658242	ERS568030	ERP000347	JW_105-sc-1015569		2007			Not Known		Paratyphi A	105		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820678		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614565	273	Illumina Genome Analyzer II	PAIRED	RANDOM	1574093	2014-10-22	605	264	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658244	ERS568032	ERP000347	JW_123-sc-1015571		2007			Not Known		Paratyphi A	123		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820684		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614570	273	Illumina Genome Analyzer II	PAIRED	RANDOM	1574098	2014-10-22	537	226	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658249	ERS568038	ERP000347	JW_2664-sc-1015576		2006			Not Known		Paratyphi A	2664		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820686		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614572	273	Illumina Genome Analyzer II	PAIRED	RANDOM	1574100	2014-10-22	487	207	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658251	ERS568040	ERP000347	JW_38_71-sc-1015578		2006			Not Known		Paratyphi A	38-71		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820688		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614603	269	Illumina Genome Analyzer II	PAIRED	RANDOM	1574140	2014-10-22	429	183	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658282	ERS568042	ERP000347	JW_5-sc-1015580		2005			Not Known		Paratyphi A	5		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820696		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614610	269	Illumina Genome Analyzer II	PAIRED	RANDOM	1574147	2014-10-22	394	165	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658289	ERS568050	ERP000347	JW_A1345-sc-1015587		2004			Not Known		Paratyphi A	A1345		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820698		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614573	271	Illumina Genome Analyzer II	PAIRED	RANDOM	1574227	2014-10-22	460	180	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658252	ERS568052	ERP000347	JW_A5224-sc-1015589		2005			Not Known		Paratyphi A	A5224		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820701		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614575	271	Illumina Genome Analyzer II	PAIRED	RANDOM	1574229	2014-10-22	537	217	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658254	ERS568055	ERP000347	JW_A5233-sc-1015591		2005			Not Known		Paratyphi A	A5233		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820703		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614577	271	Illumina Genome Analyzer II	PAIRED	RANDOM	1574231	2014-10-22	424	164	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658256	ERS568057	ERP000347	JW_A5291-sc-1015593		2005			Not Known		Paratyphi A	A5291		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820708		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614581	271	Illumina Genome Analyzer II	PAIRED	RANDOM	1574235	2014-10-22	375	143	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658260	ERS568062	ERP000347	JW_A6043-sc-1015597		2008			Not Known		Paratyphi A	A6043		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820710		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614592	276	Illumina Genome Analyzer II	PAIRED	RANDOM	1608682	2014-10-22	650	280	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658271	ERS568064	ERP000347	JW_A6309-sc-1015599		2009			Not Known		Paratyphi A	A6309		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820714		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614595	276	Illumina Genome Analyzer II	PAIRED	RANDOM	1608685	2014-10-22	577	256	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658274	ERS568068	ERP000347	JW_B418-sc-1015602		2003			Not Known		Paratyphi A	B418		public	GENOMIC
	WGS	GCA_000026565.1	152	PRJEB2288	SAMEA2820717		SC	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2014-10-21	2018-03-09	ERX614597	276	Illumina Genome Analyzer II	PAIRED	RANDOM	1608687	2014-10-22	707	310	Salmonella enterica subsp. enterica serovar Paratyphi A	ILLUMINA	2014-10-22	ERR658276	ERS568071	ERP000347	JW_B943-sc-1015604		2003			Not Known		Paratyphi A	B943		public	GENOMIC
